
Holly Robinson Peete,nm0005372,21 Jump Street,2012,514293,7.2,tt1232829

Lela Rochon,nm0005375,Reversion,2015,163,5,tt4578084

Sam Rockwell,nm0005377,Trolls World Tour,2020,17584,6.1,tt6587640

Brande Roderick,nm0005378,Anderson Bench,2016,147,3.5,tt5068968

Ray Romano,nm0005380,The Irishman,2019,333018,7.8,tt1302006

Rebecca Romijn,nm0005381,Reign of the Supermen,2019,11763,6.8,tt7167686

Charlotte Ross,nm0005383,Drive Angry,2011,94846,5.4,tt1502404

Marion Ross,nm0005385,Superhero Movie,2008,64030,4.5,tt0426592

Victoria Rowell,nm0005389,November Rule,2015,827,5.4,tt3273434

Keri Russell,nm0005392,Star Wars: Episode IX - The Rise of Skywalker,2019,383068,6.6,tt2527338

Kelly Rutherford,nm0005393,The Stream,2013,110,4.9,tt2752736

Jeri Ryan,nm0005394,Devil's Revenge,2019,238,2.8,tt9469842

Ben Savage,nm0005399,Girl Meets Boy,2013,199,3.9,tt1745784

Ricky Schroder,nm0005401,Locker 13,2014,368,4.8,tt1241226

Travis Schuldt,nm0005402,DriverX,2017,561,5.7,tt4952044

Jason Schwartzman,nm0005403,Mainstream,2020,151,5.3,tt9224288

Seann William Scott,nm0005405,Already Gone,2019,195,4.2,tt7089628

William Lee Scott,nm0005406,The Brawler,2018,446,4.8,tt5471472

Katey Sagal,nm0005408,Bleed for This,2016,25458,6.8,tt1620935

Jane Seymour,nm0005412,The War with Grandpa,2020,13282,5.6,tt4532038

Vinessa Shaw,nm0005416,The Blazing World,2021,120,5.1,tt11378876

Lin Shaye,nm0005417,The Grudge,2020,21054,4.3,tt3612126

Marley Shelton,nm0005420,Rampage,2018,146611,6.1,tt2231461

Hilary Shepard,nm0005422,Paradox,2018,613,3.9,tt7949046

Grant Show,nm0005424,The Possession,2012,57324,5.9,tt0431021

Henry Simmons,nm0005431,No Good Deed,2014,19084,5.6,tt2011159

Jessica Simpson,nm0005433,The Love Guru,2008,50684,3.8,tt0811138

Nancy Sinatra,nm0005434,Speedway,1968,2003,5.7,tt0063634

Sinbad,nm0005435,Planes,2013,42674,5.7,tt1691917

John Singleton,nm0005436,Baadasssss!,2003,4727,7.3,tt0367790

Jeremy Sisto,nm0005438,Frozen II,2019,141273,6.9,tt4520988

Azura Skye,nm0005439,Alien Code,2018,2101,5.6,tt5453522

Lindsay Sloane,nm0005441,"Endings, Beginnings",2019,3291,5.6,tt9147456

Amy Smart,nm0005442,The Brawler,2018,446,4.8,tt5471472

Jean Smart,nm0005443,Senior Moment,2021,208,5.2,tt6588950

Kerr Smith,nm0005445,Criticsized,2016,171,3.6,tt2370138

Leelee Sobieski,nm0005447,The Last Film Festival,2016,265,3.9,tt1273219

Marla Sokoloff,nm0005448,A Happening of Monumental Proportions,2017,753,4.7,tt5228262

David Spade,nm0005450,The Wrong Missy,2020,33302,5.7,tt9619798

Dana Sparks,nm0005451,Good Deed,2018,173,5.3,tt8312428

Hal Sparks,nm0005452,The A-List,2015,501,5.2,tt2308682

Britney Spears,nm0005453,Austin Powers in Goldmember,2002,196881,6.2,tt0295178

Scott Speedman,nm0005454,Run This Town,2019,506,4.4,tt7596680

Jason Statham,nm0005458,Fast & Furious Presents: Hobbs & Shaw,2019,171694,6.4,tt6806448

Mary Steenburgen,nm0005460,Happiest Season,2020,27504,6.6,tt8522006

Gwen Stefani,nm0005461,Trolls,2016,73258,6.5,tt1679335

Leslie Stefanson,nm0005462,Glass,2019,211984,6.7,tt6823368

Julia Stiles,nm0005466,Hustlers,2019,85900,6.3,tt5503686

Jerry Stiller,nm0005467,Zoolander 2,2016,65425,4.7,tt1608290

Peter Strauss,nm0005471,Operation Finale,2018,34603,6.6,tt5208252

Nicole Sullivan,nm0005474,I'll Be Next Door for Christmas,2018,715,5.4,tt4057146

David Sutcliffe,nm0005475,Milton's Secret,2016,527,5.9,tt2806390

Hilary Swank,nm0005476,The Hunt,2020,73486,6.5,tt8244784

Larenz Tate,nm0005478,Business Ethics,2019,135,4.2,tt6003660

Victoria Tennant,nm0005481,Alex & The List,2017,1124,4.6,tt2905082

Alan Thicke,nm0005484,The Clapper,2017,6620,5.1,tt5461956

Tiffani Thiessen,nm0005485,Hollywood Ending,2002,25987,6.6,tt0278823

Marlo Thomas,nm0005486,Ocean's Eight,2018,191139,6.9,tt5164214

Andrea Thompson,nm0005487,"A Gun, a Car, a Blonde",1997,284,5.5,tt0120690

Courtney Thorne-Smith,nm0005489,Chairman of the Board,1998,5795,2.3,tt0118836

Maura Tierney,nm0005491,The Report,2019,35109,7.2,tt8236336

Charlene Tilton,nm0005492,Starting Up Love,2019,131,5.5,tt9543238

Justin Timberlake,nm0005493,Palmer,2021,20958,7.3,tt6857376

Nicholle Tom,nm0005497,F*&% the Prom,2017,4625,4.2,tt5612742

Lily Tomlin,nm0005499,The Madness Within,2019,173,5.6,tt3921694

Liz Torres,nm0005500,Expecting Love,2008,468,5.5,tt1080930

Lorraine Toussaint,nm0005501,The Glorias,2020,2248,5.4,tt7435316

Michelle Trachtenberg,nm0005502,The Scribbler,2014,4733,5.4,tt2396721

Janine Turner,nm0005508,Gosnell: The Trial of America's Biggest Serial Killer,2018,4293,6.7,tt3722234

Shania Twain,nm0005510,I Still Believe,2020,8868,6.5,tt9779516

Alanna Ubach,nm0005513,Bombshell,2019,94404,6.8,tt6394270

Blair Underwood,nm0005516,Bad Hair,2020,2337,5.6,tt4798836

Gabrielle Union,nm0005517,Fearless,2020,1186,4.9,tt8675288

Wilmer Valderrama,nm0005519,Onward,2020,108354,7.4,tt7146812

Amber Valletta,nm0005520,Double Dutchess: Seeing Double,2017,531,4.9,tt7321246

Joan Van Ark,nm0005521,Watercolor Postcards,2013,296,5.2,tt2245277

Mario Van Peebles,nm0005522,Seized,2020,1282,5.2,tt7221772

Steven Van Zandt,nm0005523,The Irishman,2019,333018,7.8,tt1302006

Courtney B. Vance,nm0005524,Project Power,2020,72541,6,tt7550000

Sofia Vergara,nm0005527,Bottom of the 9th,2019,634,5.6,tt1507002

Lisa Vidal,nm0005529,Victor,2015,290,6.5,tt3222852

Donnie Wahlberg,nm0005531,Zookeeper,2011,57926,5.2,tt1222817

Kate Walsh,nm0005532,Sometime Other Than Now,2021,110,5.7,tt10448458

Estella Warren,nm0005535,Decommissioned,2016,355,3.6,tt4177822

Barry Watson,nm0005538,A Dog's Way Home,2019,15398,6.7,tt7616798

Keenen Ivory Wayans,nm0005540,Dance Flick,2009,11806,3.5,tt1153706

Marlon Wayans,nm0005541,On the Rocks,2020,24030,6.5,tt9606374

Victor Webster,nm0005543,Wings Over Everest,2019,177,4.4,tt8761374

Harvey Weinstein,nm0005544,An Alan Smithee Film: Burn Hollywood Burn,1997,3355,3.5,tt0118577

Alexandra Wentworth,nm0005547,The Family Fang,2015,8417,6.1,tt2097331

Lynn Whitfield,nm0005551,Nappily Ever After,2018,8273,6.4,tt0365545

Kym Whitley,nm0005552,Hubie Halloween,2020,39958,5.2,tt10682266

Jane Wiedlin,nm0005553,HoneyBee,2016,1650,6.1,tt4454930

Jason Wiles,nm0005556,MoniKa,2012,350,3.9,tt1964777

Harland Williams,nm0005558,Fearless,2020,1186,4.9,tt8675288

Kelli Williams,nm0005559,Any Day Now,2012,5895,7.5,tt2066176

Luke Wilson,nm0005561,All the Bright Places,2020,21827,6.5,tt3907584

Owen Wilson,nm0005562,Bliss,2021,11416,5.3,tt10333426

Jonathan Winters,nm0005565,The Smurfs 2,2013,38500,5.3,tt2017020

Alfre Woodard,nm0005569,The Lion King,2019,216211,6.9,tt6105098

Ian Ziering,nm0005575,Malibu Rescue,2019,1004,4.9,tt9228950

Drea de Matteo,nm0005576,Don't Sleep,2017,1034,3.4,tt4329806

Portia de Rossi,nm0005577,Now Add Honey,2015,729,4.7,tt2577854

Christy Carlson Romano,nm0005579,Blood Circus,2017,118,3.9,tt4247828

Serena Scott Thomas,nm0005583,Inherent Vice,2014,95959,6.7,tt1791528

Maurice LaMarche,nm0005606,Ralph Breaks the Internet,2018,135057,7,tt5848272

Arlene Dahl,nm0006428,Night of the Warrior,1991,254,3.2,tt0102535

Eric Rohmer,nm0006445,Four Adventures of Reinette and Mirabelle,1987,2104,7.7,tt0090565

Elsa Lanchester,nm0006471,Die Laughing,1980,252,4.8,tt0080627

Doug Hutchison,nm0006535,Give 'em Hell Malone,2009,6078,5.9,tt1258137

Iggy Pop,nm0006563,The Dead Don't Die,2019,55534,5.5,tt8695030

Donal Logue,nm0006610,Sometime Other Than Now,2021,110,5.7,tt10448458

Enrique Murciano,nm0006663,The Half of It,2020,29358,6.9,tt9683478

William Sadler,nm0006669,The Unholy,2021,418,5.5,tt9419056

Paul F. Tompkins,nm0006670,Between Two Ferns: The Movie,2019,27191,6.1,tt9398640

Rachael Harris,nm0006713,International Falls,2019,352,5.7,tt5117326

Susan May Pratt,nm0006721,The Gift,2015,142108,7,tt4178092

Salman Khan,nm0006795,Kaagaz,2021,5667,7.3,tt9569610

Sandy Dennis,nm0006800,The Indian Runner,1991,8472,7,tt0102116

Aleks Paunovic,nm0006820,The Sinners,2020,319,4.3,tt7171054

Michael B. Silver,nm0006878,The Samuel Project,2018,102,7.5,tt6208950

Tom Noonan,nm0006888,Wonderstruck,2017,9584,6.2,tt5208216

Paul Scofield,nm0006890,The Crucible,1996,35536,6.8,tt0115988

Jonathan Tucker,nm0006958,Charlie's Angels,2019,59001,4.8,tt5033998

Elizabeth Banks,nm0006969,Brightburn,2019,81215,6.1,tt7752126

Herbert Lom,nm0007042,Son of the Pink Panther,1993,4910,3.9,tt0108187

John Stockwell,nm0007082,Breaking the Girls,2012,3363,5.1,tt1510686

Lynda Boyd,nm0007155,Playing with Fire,2019,11271,5.1,tt9134216

Fabiana Udenio,nm0007197,Slammed,2004,219,4,tt0308905

Saul Rubinek,nm0007210,The Song of Names,2019,2805,6.4,tt1657517

Eleanor Powell,nm0007224,Duchess of Idaho,1950,461,6.5,tt0042417

Jane Powell,nm0007225,Marie,1985,851,6.7,tt0089555

Leonor Varela,nm0007237,Alpha,2018,56012,6.7,tt4244998

Lee Aaker,nm0007342,Bye Bye Birdie,1963,7597,6.6,tt0056891

Bonnie Aarons,nm0007491,The Nun,2018,120707,5.3,tt5814060

Hiam Abbass,nm0007814,Gaza mon amour,2020,238,6.9,tt11692148

Amanda Abbington,nm0007893,We the Kings,2018,272,4.9,tt5566946

Diahnne Abbott,nm0007958,Before Night Falls,2000,24134,7.2,tt0247196

Jon Abrahams,nm0009016,10 Things We Should Do Before We Break Up,2020,797,4.7,tt7939428

J.J. Abrams,nm0009190,Star Wars: Episode IX - The Rise of Skywalker,2019,383068,6.6,tt2527338

Joe Absolom,nm0009424,I Spit on Your Grave 2,2013,27501,5.7,tt2537176

Kirk Acevedo,nm0009716,Insidious: The Last Key,2018,53372,5.7,tt5726086

Amy Acker,nm0009918,Amanda & Jack Go Glamping,2017,617,4.5,tt5578150

Jensen Ackles,nm0010075,Buddy Games,2019,2855,4.9,tt7070818

Amy Adams,nm0010736,Zack Snyder's Justice League,2021,242474,8.2,tt12361974

Brandon Quintin Adams,nm0010781,MacArthur Park,2001,310,6.1,tt0270487

Christine Adams,nm0010837,The Unholy,2021,418,5.5,tt9419056

Don Adams,nm0010915,Inspector Gadget,1999,45779,4.2,tt0141369

Edie Adams,nm0010944,The Happy Hooker Goes Hollywood,1980,413,3.5,tt0080839

Jane Adams,nm0011038,She Dies Tomorrow,2020,4650,5.1,tt11614912

Jonathan Adams,nm0011095,Planes,2013,42674,5.7,tt1691917

Julie Adams,nm0011105,Carnage,2011,120530,7.2,tt1692486

Nick Adams,nm0011244,Mission Mars,1968,255,4.4,tt0063311

Paul Adelstein,nm0011882,Confessions of a Teenage Jesus Jerk,2017,563,6,tt5634962

Scott Adkins,nm0012078,Debt Collectors,2020,3184,5.7,tt10933680

Joanna Adler,nm0012183,An American Pickle,2020,16581,5.7,tt9059704

Matt Adler,nm0012208,The Lie,2018,12377,5.8,tt7945440

Jan Sterling,nm0012443,First Monday in October,1981,1409,6.4,tt0082382

Scott Adsit,nm0012523,10 Things We Should Do Before We Break Up,2020,797,4.7,tt7939428

Marlyne Barrett,nm0012679,After Everything,2018,1203,6.4,tt6688022

Steve Agee,nm0012948,Brightburn,2019,81215,6.1,tt7752126

Keiko Agena,nm0012962,The Night Is Young,2017,284,5.6,tt3583382

Shohreh Aghdashloo,nm0013037,The Cuban,2019,186,5.9,tt7671124

Charles Aidman,nm0014493,Innerspace,1987,54762,6.8,tt0093260

Liam Aiken,nm0014582,The Bloodhound,2020,259,4.6,tt6920798

Laura Aikman,nm0014605,The Hatching,2016,709,4,tt2938464

Holly Aird,nm0014773,Scenes of a Sexual Nature,2006,5113,6,tt0475380

Malin Akerman,nm0015196,The Sleepover,2020,8243,5.6,tt10888708

Adewale Akinnuoye-Agbaje,nm0015382,Wetlands,2019,412,4.3,tt5565254

Claude Akins,nm0015391,Seasons of the Heart,1993,184,6.6,tt0136523

Marc Alaimo,nm0015826,Grizzly II: The Concert,2020,449,3.6,tt0093119

Ellen Albertini Dow,nm0016687,Frank the Bastard,2013,123,4.8,tt2032452

Lola Albright,nm0017030,Where Were You When the Lights Went Out?,1968,807,6,tt0063801

Barbara Niven,nm0018271,Hamlet's Ghost,2015,170,5.4,tt2224219

Khandi Alexander,nm0018554,Fahrenheit 451,2018,17881,4.9,tt0360556

Sarah Alexander,nm0018729,Stardust,2007,256932,7.6,tt0486655

Sasha Alexander,nm0018734,Dangerous Lies,2020,14617,5.3,tt10183816

Gillian Alexy,nm0019015,People You May Know,2017,1411,5.6,tt5318534

Kristian Alfonso,nm0019172,"In the Kingdom of the Blind, the Man with One Eye Is King",1995,247,4.8,tt0113406

Layla Alizada,nm0019744,The Cuban,2019,186,5.9,tt7671124

Roger Allam,nm0019885,Uncle Vanya,2020,157,8.1,tt13299678

Brittany Allen,nm0020329,The Prodigy,2019,23477,5.9,tt4504044

Chad Allen,nm0020354,Fright Flick,2011,139,3.5,tt1785385

Elizabeth Allen,nm0020490,The Carey Treatment,1972,1278,6.2,tt0068337

Keith Allen,nm0020717,I Am Vengeance,2018,1280,4.4,tt5885106

Krista Allen,nm0020739,Paradise Cove,2021,216,4.3,tt9690790

Laura Allen,nm0020751,The Tale,2018,15782,7.3,tt4015500

Joaquim de Almeida,nm0021835,Fatima,2020,1936,6.6,tt2197936

Daniella Alonso,nm0022161,Darkness Falls,2020,845,4.5,tt6647564

Pedro Alonso,nm0022261,The Silence of the Marsh,2019,3355,4.8,tt8743032

Laz Alonso,nm0022306,Traffik,2018,18790,6,tt5670152

Hanna Alstrom,nm0022609,The Affair,2019,412,5.3,tt8255890

Mathieu Amalric,nm0023832,Sound of Metal,2019,53546,7.8,tt5363618

Lauren Ambrose,nm0024404,Wanderlust,2012,72554,5.6,tt1655460

John Patrick Amedori,nm0024511,After Darkness,2019,865,3.7,tt2728784

John Amos,nm0025309,Coming 2 America,2021,49700,5.3,tt6802400

Nikki Amuka-Bird,nm0025458,The Laundromat,2019,45084,6.3,tt5865326

Eva Amurri Martino,nm0025483,Mothers and Daughters,2016,2889,5,tt2395339

Elena Anaya,nm0025745,Rifkin's Festival,2020,1369,6,tt8593904

Merry Anders,nm0026039,Will to Die,1971,696,2.8,tt0066845

Anthony Anderson,nm0026364,Beats,2019,4404,6.4,tt8530978

Harry Anderson,nm0026789,A Matter of Faith,2014,1357,3.7,tt2587914

John Anderson,nm0026930,Eight Men Out,1988,18757,7.2,tt0095082

Richard Anderson,nm0027323,The Glass Shield,1994,3252,6.2,tt0109906

Sam Anderson,nm0027402,Song of Back and Neck,2018,183,5.7,tt6150962

Wes Anderson,nm0027572,Sing,2016,135885,7.1,tt3470600

Adjoa Andoh,nm0027957,Fractured,2019,57298,6.4,tt4332232

David Andrews,nm0028625,The Squeeze,2015,519,5.4,tt3248600

Shawn Andrews,nm0028846,Fix,2008,853,6.3,tt1103221

Michael Angarano,nm0029400,In a Relationship,2018,2170,5.6,tt6676028

Vanessa Angel,nm0029502,Behind the Walls,2018,296,2.9,tt4578598

Sharon Angela,nm0029512,Cabaret Maxime,2018,130,6.1,tt4605028

Amanda Anka,nm0030136,Bad Words,2013,47199,6.6,tt2170299

Michael Ansara,nm0030516,The Long Road Home,1999,156,6,tt0160481

Steve Antin,nm0031078,'Til There Was You,1997,2651,4.9,tt0118523

Cas Anvar,nm0031679,The Operative,2019,4680,5.7,tt8000718

Judd Apatow,nm0031976,The Disaster Artist,2017,140240,7.4,tt3521126

Shiri Appleby,nm0032375,Lemon,2017,1857,4.7,tt5973364

Annabelle Apsion,nm0032536,Ironclad,2011,40440,6.1,tt1233301

Amy Aquino,nm0032628,Beautiful Boy,2018,56345,7.3,tt1226837

Nathaniel Arcand,nm0033505,Monkey Beach,2020,149,6.6,tt8967870

Lee Arenberg,nm0034305,In the Gray,2012,2397,7.2,tt1265598

Geoffrey Arend,nm0034309,The Angry Birds Movie,2016,81306,6.3,tt1985949

Adam Arkin,nm0035060,10 Cent Pistol,2014,484,4.8,tt2134170

Fred Armisen,nm0035488,How It Ends,2021,174,6.1,tt13648228

Richard Armitage,nm0035514,Space Sweepers,2021,16495,6.6,tt12838766

Alun Armstrong,nm0035605,Cordelia,2019,406,4.4,tt3734688

Curtis Armstrong,nm0035664,Malibu Rescue: The Next Wave,2020,591,4.7,tt11032990

Desi Arnaz Jr.,nm0036107,The Mambo Kings,1992,5160,6.4,tt0104802

Lucie Arnaz,nm0036109,Henry & Me,2014,147,6.2,tt1460798

Alison Arngrim,nm0036274,Make the Yuletide Gay,2009,3332,6.6,tt1305714

Tina Arning,nm0036303,Rattlesnakes,2019,367,5.5,tt9144756

Tichina Arnold,nm0036651,The Main Event,2020,1894,4.8,tt10540242

Karina Arroyave,nm0037410,Lost Cat Corona,2017,336,4.7,tt4382376

Bea Arthur,nm0037735,Enemies of Laughter,2000,163,5.5,tt0193135

Tadanobu Asano,nm0038355,Detective Chinatown 3,2021,634,5.4,tt10370822

Ashanti,nm0038680,A Christmas Winter Song,2019,286,6.6,tt10309574

Lorraine Ashbourne,nm0038690,Blinded by the Light,2019,20455,6.9,tt8266310

Jane Asher,nm0038870,An American in Paris - The Musical,2018,342,8.2,tt7877016

Kate Ashfield,nm0038918,Exit Plan,2019,1052,5.1,tt8765580

Elizabeth Ashley,nm0039051,Ocean's Eight,2018,191139,6.9,tt5164214

Aaron Ashmore,nm0039148,Tammy's Always Dying,2019,217,5.7,tt9386648

Shawn Ashmore,nm0039162,Darkness Falls,2020,845,4.5,tt6647564

John Ashton,nm0039226,American Christmas,2019,172,3.9,tt9104384

Shay Astar,nm0039958,All Cheerleaders Die,2013,8343,5.1,tt2527186

Ali Astin,nm0040012,Bad Kids of Crestview Academy,2017,2018,5.4,tt3349578

John Astin,nm0040014,What the Bleep!?: Down the Rabbit Hole,2006,2683,6.5,tt0499596

Mackenzie Astin,nm0040015,The Maestro,2018,201,5.8,tt5985672

William Atherton,nm0040472,Bad Company,2018,101,3,tt3111306

Eileen Atkins,nm0040586,Paddington 2,2017,63007,7.8,tt4468740

Essence Atkins,nm0040591,Illicit,2017,176,5.1,tt5152606

Sharif Atkins,nm0040653,The Open House,2018,31615,3.2,tt7608028

Dorothy Atkinson,nm0040709,Peterloo,2018,4097,6.5,tt4614612

Jayne Atkinson,nm0040739,The Congressman,2016,351,6.3,tt3485800

Rene Auberjonois,nm0041281,First Cow,2019,10496,7.1,tt9231040

Juliet Aubrey,nm0041411,LX 2048,2020,981,4.9,tt7400998

Karen Austin,nm0042438,The Wicked Within,2015,1145,4.4,tt1943014

Steve Austin,nm0042524,Smosh: The Movie,2015,6134,3.3,tt4184878

Alan Autry,nm0042641,Forgiven,2011,104,4.6,tt1773432

Erick Avari,nm0042805,Love & Debt,2019,201,5.2,tt3221910

James Avery,nm0043041,Wish I Was Here,2014,36874,6.7,tt2870708

Rick Aviles,nm0043173,Joe's Apartment,1996,12668,5.5,tt0116707

Taliesin Jaffe,nm0043552,One Piece: Stampede,2019,4298,7.6,tt9430698

Charlotte Ayanna,nm0043662,Christmas in Compton,2012,226,4.6,tt1957867

Nicki Aycox,nm0043704,The Girl on the Train,2014,911,4.3,tt2387589

David Ayer,nm0043742,Suicide Squad,2016,612073,6,tt1386697

Reiko Aylesworth,nm0043855,Rapid Eye Movement,2019,232,4.4,tt4857806

Obba Babatunde,nm0044762,City of Lies,2018,6908,6.4,tt2677722

Barbara Babcock,nm0044823,Space Cowboys,2000,74058,6.4,tt0186566

Lucas Babin,nm0044974,Brick,2005,101696,7.3,tt0393109

Oksana Lada,nm0045007,The Big Take,2018,1315,5.8,tt2619512

Michael Bacall,nm0045209,Spivak,2018,601,5.6,tt6342110

Pamela Bach-Hasselhoff,nm0045337,Castle Rock,2000,117,5.4,tt0240400

Sebastian Bach,nm0045355,Deserted,2016,466,4.8,tt2461030

Steve Bacic,nm0045584,2 Hearts,2020,562,5.7,tt5616176

Brian Backer,nm0045637,Vamps,2012,9580,5.2,tt1545106

Bolaji Badejo,nm0045993,Alien,1979,796627,8.4,tt0078748

Diedrich Bader,nm0046033,Phineas and Ferb the Movie: Candace Against the Universe,2020,3094,7.2,tt1817232

Penn Badgley,nm0046112,Adam Green's Aladdin,2016,208,6.3,tt3982118

Annette Badland,nm0046183,The Man Who Invented Christmas,2017,13719,7,tt6225520

Bae Doona,nm0046277,#Iamhere,2019,781,5.8,tt9828918

Max Baer Jr.,nm0046319,Macon County Line,1974,1242,6.6,tt0071788

Ross Bagley,nm0046723,Gnome Alone,2015,312,3.5,tt3381068

Tim Bagley,nm0046730,Otherhood,2019,9572,6.1,tt4180560

Eion Bailey,nm0047248,Extortion,2017,7209,6.2,tt2957760

G.W. Bailey,nm0047265,The Newest Pledge,2010,412,4.3,tt1695409

Jonathan Bailey,nm0047332,The Mercy,2017,7611,6,tt3319730

Marion Bailey,nm0047392,Dead in a Week Or Your Money Back,2018,5306,6.3,tt3525168

Ariyon Bakare,nm0048159,Frankie,2019,1344,5.5,tt8019694

Becky Ann Baker,nm0048250,The Half of It,2020,29358,6.9,tt9683478

Blanche Baker,nm0048273,My Daughter Vanished,2018,111,4.7,tt8165246

Dee Bradley Baker,nm0048389,The SpongeBob Movie: Sponge on the Run,2020,12272,6,tt4823776

Dylan Baker,nm0048414,"Extremely Wicked, Shockingly Evil and Vile",2019,81201,6.7,tt2481498

Leigh-Allyn Baker,nm0048687,Swiped,2018,8288,3,tt4867110

Simon Baker,nm0048932,High Ground,2020,1026,6.4,tt9286908

Tom Baker,nm0048982,Wonder Park,2019,10364,5.9,tt6428676

Patrick Baladi,nm0049346,The Windmill,2016,4102,4.8,tt2923088

Eric Balfour,nm0050156,Agenda: Payback,2018,208,4,tt4788744

Angeline Ball,nm0050337,Albert Nobbs,2011,23636,6.7,tt1602098

Alimi Ballard,nm0050584,Kill Chain,2019,3455,5,tt8535180

Pedro Pascal,nm0050959,Wonder Woman 1984,2020,185527,5.4,tt7126948

Talia Balsam,nm0051104,Worth,2020,230,6.9,tt8009744

David Bamber,nm0051394,Enola Holmes,2020,132681,6.6,tt7846844

Jamie Bamber,nm0051397,The Car: Road to Revenge,2019,866,4,tt9382596

Maria Bamford,nm0051469,An Evening with Beverly Luff Linn,2018,4673,5.8,tt6518270

Eric Bana,nm0051509,The Dry,2020,3696,7.3,tt5144174

Vaitiare Hirshon,nm0051710,U.S. Marshals,1998,96614,6.6,tt0120873

Lisa Banes,nm0051862,A Cure for Wellness,2016,88416,6.4,tt4731136

Claes Bang,nm0051903,Locked Down,2021,7247,5.2,tt13061914

Jonathan Banks,nm0052186,El Camino: A Breaking Bad Movie,2019,189329,7.3,tt9243946

John Banner,nm0052308,The Wicked Dreams of Paula Schultz,1968,221,4.5,tt0063805

Iris Bahr,nm0052754,Happy Times,2019,336,5.8,tt8563656

Frances Barber,nm0053384,Trick or Treat,2019,294,5,tt7606636

Glynis Barber,nm0053392,Point Break,2015,59096,5.4,tt2058673

Ike Barinholtz,nm0054697,Moxie,2021,14412,6.7,tt6432466

Christopher Daniel Barnes,nm0055549,Shut Up and Kiss Me!,2004,641,4.5,tt0358148

Demore Barnes,nm0055567,Jean of the Joneses,2016,270,6.3,tt4938050

Joanna Barnes,nm0055645,The Parent Trap,1998,122304,6.5,tt0120783

Priscilla Barnes,nm0055733,Disaster Wars: Earthquake vs. Tsunami,2013,419,1.7,tt2571362

Sacha Baron Cohen,nm0056187,The Trial of the Chicago 7,2020,123084,7.8,tt1070874

Anita Barone,nm0056342,One Last Ride,2004,147,4.8,tt0359774

Sasha Barrese,nm0056936,The Hangover Part III,2013,295515,5.8,tt1951261

Jacinda Barrett,nm0057150,Seven in Heaven,2018,2363,5.3,tt4269118

Malcolm Barrett,nm0057217,The Comeback Trail,2020,631,5.7,tt5420210

Dana Barron,nm0057654,Happythankyoumoreplease,2010,29227,6.8,tt1481572

John Barrowman,nm0057882,Fireman Sam: Set for Action!,2018,106,4.8,tt9081188

Judith Barsi,nm0058279,All Dogs Go to Heaven,1989,36699,6.8,tt0096787

Roger Bart,nm0058372,Ghost Light,2018,487,5.2,tt6215446

Justin Bartha,nm0058581,Headlock,2019,500,2.6,tt3813094

Lynsey Bartilson,nm0058723,Bad Roomies,2015,2310,5.1,tt3482062

Bonnie Bartlett,nm0058783,Nina,2016,2652,5.4,tt0493076

Erinn Bartlett,nm0058814,The Benchwarmers,2006,48513,5.5,tt0437863

Mischa Barton,nm0059215,Spree,2020,5413,5.9,tt11394332

Jay Baruchel,nm0059431,How to Train Your Dragon: The Hidden World,2019,107315,7.5,tt2386490

Linda Bassett,nm0060221,Carnage: Swallowing the Past,2017,1335,7.8,tt6667360

Paul Bates,nm0061003,Coming 2 America,2021,49700,5.3,tt6802400

Matt Battaglia,nm0061307,Brian Banks,2018,4636,7.2,tt3920820

Chris Bauer,nm0061777,The Little Things,2021,51012,6.3,tt10016180

Kristin Bauer van Straten,nm0061877,Paradise Cove,2021,216,4.3,tt9690790

Frances Bavier,nm0062592,Benji,1974,4424,6.2,tt0071206

Helen Baxendale,nm0062636,Anonymous,2011,39396,6.9,tt1521197

Frances Bay,nm0062844,Twin Peaks: The Missing Pieces,2014,9192,7.7,tt5334704

Susan Bay Nimoy,nm0062866,Mother and Child,2009,11634,7.2,tt1121977

Adam Beach,nm0063440,The New Mutants,2020,48060,5.3,tt4682266

Sugar Lyn Beard,nm0063944,Unpregnant,2020,4998,6.3,tt10556022

Jim Beaver,nm0064769,Blindfire,2020,403,4.4,tt10103028

Demian Bichir,nm0065007,Godzilla vs. Kong,2021,70048,6.6,tt5034838

Michael Beck,nm0065235,Forest Warrior,1996,2456,3.7,tt0116341

Scotty Beckett,nm0065717,The Oklahoman,1957,431,6.4,tt0050797

David Beckham,nm0065743,King Arthur: Legend of the Sword,2017,194397,6.7,tt1972591

Irene Bedard,nm0065942,The Bygone,2019,1178,5.7,tt6613958

Max Beesley,nm0066586,Line of Descent,2019,437,4.8,tt2257284

